97.1831,96.4912,0.0000,0.0045,69.4444,76.6667,0.0000,0.0052,60.4167,64.9485,0.0000,0.0206
96.4912,96.1268,0.0000,0.0035,65.5556,73.8889,0.0000,0.0048,61.3402,64.5833,0.0000,0.0185
96.8310,96.4912,0.0000,0.0037,71.6667,73.8889,0.0000,0.0047,61.4583,61.8557,0.0000,0.0197
96.8421,95.4225,0.0000,0.0035,70.0000,69.4444,0.0000,0.0047,61.8557,66.1458,0.0000,0.0185
96.1268,96.4912,0.0000,0.0034,70.5556,76.6667,0.0000,0.0047,63.5417,61.8557,0.0000,0.0197
96.1404,96.4789,0.0000,0.0034,67.7778,72.2222,0.0000,0.0050,62.3711,65.1042,0.0000,0.0185
95.7746,96.4912,0.0000,0.0034,72.2222,77.2222,0.0000,0.0047,63.5417,58.7629,0.0000,0.0206
97.1930,95.7746,0.0000,0.0034,71.1111,70.5556,0.0000,0.0049,63.4021,62.5000,0.0000,0.0184
95.0704,97.1930,0.0000,0.0034,71.6667,71.1111,0.0000,0.0049,62.5000,64.4330,0.0000,0.0198
97.5439,95.0704,0.0000,0.0033,63.8889,78.3333,0.0000,0.0047,65.4639,62.5000,0.0000,0.0186
