98.5915,95.7895,40.0000,37.8719,74.4444,77.2222,40.0000,50.5407,68.7500,63.9175,48.2014,141.3621
98.2456,94.0141,53.3333,34.5613,71.1111,71.6667,52.2222,44.2274,72.1649,69.7917,50.3597,115.4163
97.5352,94.7368,63.3333,33.1349,80.0000,73.3333,52.2222,42.6477,73.4375,62.8866,54.3165,118.0471
97.5439,94.7183,46.6667,35.9502,75.5556,68.3333,41.1111,49.2110,70.1031,69.7917,47.1223,129.3192
96.8310,93.3333,53.3333,33.4508,73.3333,75.0000,52.2222,44.2715,72.3958,66.4948,48.2014,146.1793
98.2456,96.1268,53.3333,34.9881,71.6667,71.6667,56.6667,41.6980,70.6186,65.1042,55.3957,109.0341
97.5352,96.8421,46.6667,35.7158,76.6667,76.1111,50.0000,43.4785,72.3958,65.9794,49.6403,130.2166
97.8947,95.7746,53.3333,33.8378,80.0000,71.1111,48.8889,45.6048,72.1649,64.0625,47.8417,119.2166
97.8873,95.7895,50.0000,34.3717,75.0000,71.1111,60.0000,39.8537,70.8333,63.9175,50.0000,137.1513
98.5965,93.3099,46.6667,35.8270,70.0000,80.0000,55.5556,42.8012,72.1649,63.5417,46.0432,123.7585
