97.1831,96.4912,0.0000,0.0441,72.7778,73.8889,0.0000,0.0064,66.1458,63.9175,0.0000,0.0169
96.4912,96.1268,0.0000,0.0035,72.2222,74.4444,0.0000,0.0057,60.3093,61.4583,0.0000,0.0161
97.5352,95.0877,0.0000,0.0034,71.1111,66.6667,0.0000,0.0056,63.5417,64.9485,0.0000,0.0162
96.4912,95.4225,0.0000,0.0035,73.3333,72.2222,0.0000,0.0057,66.4948,64.0625,0.0000,0.0160
95.7746,95.4386,0.0000,0.0034,65.5556,77.2222,0.0000,0.0056,61.4583,65.9794,0.0000,0.0159
95.7895,97.1831,0.0000,0.0035,71.1111,74.4444,0.0000,0.0057,64.9485,65.1042,0.0000,0.0160
97.5352,94.3860,0.0000,0.0034,70.0000,71.6667,0.0000,0.0057,64.5833,66.4948,0.0000,0.0161
96.1404,96.1268,0.0000,0.0034,69.4444,74.4444,0.0000,0.0057,64.9485,61.4583,0.0000,0.0161
96.4789,96.1404,0.0000,0.0034,65.0000,62.2222,0.0000,0.0057,61.9792,65.4639,0.0000,0.0159
96.4912,96.4789,0.0000,0.0035,73.8889,74.4444,0.0000,0.0056,59.7938,66.1458,0.0000,0.0161
96.5911,95.8882,0.0000,0.0075,70.4444,72.1667,0.0000,0.0057,63.4203,64.5033,0.0000,0.0161
