97.8873,95.4386,83.3333,0.2250,80.0000,67.7778,91.1111,0.9244,0.0000,0.0000,0.0000,0.0000
97.5439,93.3099,80.0000,0.2553,77.7778,73.3333,90.0000,1.0422,0.0000,0.0000,0.0000,0.0000
97.1831,92.9825,90.0000,0.1328,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
95.0877,94.0141,90.0000,0.1356,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
97.8873,96.4912,80.0000,0.2441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
95.7895,89.0845,93.3333,0.1028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
96.4789,94.7368,86.6667,0.1707,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
95.0877,92.2535,90.0000,0.1330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
96.8310,94.0351,83.3333,0.2107,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
97.1930,94.3662,90.0000,0.1330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
