99.2958,95.4386,40.0000,3.7315,76.6667,76.1111,40.0000,12.9267,72.3958,65.4639,53.5971,124.1047
98.2456,96.1268,53.3333,3.0895,77.2222,70.5556,54.4444,11.9805,74.7423,66.6667,46.7626,128.4145
98.9437,95.4386,33.3333,2.8672,81.1111,68.3333,51.1111,10.4820,72.9167,63.9175,53.5971,140.2392
98.5965,95.0704,50.0000,3.2550,77.7778,75.5556,48.8889,13.0338,75.7732,68.2292,53.9568,117.3692
98.9437,94.3860,36.6667,3.5952,78.8889,66.1111,60.0000,13.9954,77.0833,65.9794,51.7986,149.7442
97.5439,95.7746,53.3333,2.8214,75.0000,72.7778,53.3333,11.7990,73.7113,64.5833,46.7626,141.9402
98.5915,95.7895,23.3333,3.3496,79.4444,76.6667,47.7778,11.6409,74.4792,65.4639,52.8777,144.5188
98.5965,93.6620,50.0000,3.1150,78.3333,72.7778,60.0000,11.9593,75.2577,64.0625,51.4388,139.4080
99.2958,95.4386,60.0000,3.8777,76.1111,75.0000,50.0000,13.0017,73.4375,65.4639,48.9209,160.5234
97.5439,97.5352,40.0000,3.1708,78.3333,70.5556,48.8889,12.1417,74.7423,63.5417,52.1583,112.1857
