98.9437,96.4912,40.0000,39.1783,77.2222,72.7778,47.7778,46.8900,75.0000,62.8866,44.2446,133.9567
96.8421,95.7746,46.6667,36.9684,77.7778,79.4444,52.2222,43.5501,74.7423,64.5833,44.6043,116.2545
96.4789,97.5439,50.0000,36.0869,78.8889,74.4444,53.3333,42.9347,77.0833,63.9175,56.8345,104.2034
98.5965,95.0704,53.3333,36.7136,74.4444,75.5556,52.2222,43.5643,73.7113,66.1458,51.7986,103.8708
97.1831,97.1930,60.0000,35.0690,75.0000,70.5556,53.3333,43.7311,74.4792,65.9794,51.7986,109.4508
97.8947,95.0704,46.6667,39.4520,82.2222,75.0000,50.0000,46.1690,0.0000,0.0000,0.0000,0.0000
98.2394,95.4386,40.0000,39.7680,78.3333,72.2222,56.6667,40.8270,0.0000,0.0000,0.0000,0.0000
96.4912,97.1831,46.6667,37.8360,79.4444,73.8889,51.1111,43.6268,0.0000,0.0000,0.0000,0.0000
98.2394,96.8421,50.0000,35.9587,81.1111,72.7778,46.6667,45.9513,0.0000,0.0000,0.0000,0.0000
96.1404,97.5352,60.0000,35.6281,72.2222,75.5556,51.1111,44.9178,0.0000,0.0000,0.0000,0.0000
