99.6479,96.4912,30.0000,57.4736,78.3333,73.8889,60.0000,71.0982,76.0417,65.9794,58.6331,183.8645
98.5965,95.0704,53.3333,52.6116,80.0000,76.1111,62.2222,74.7146,72.1649,65.1042,50.7194,212.6522
98.5915,94.7368,50.0000,52.2045,84.4444,67.7778,51.1111,75.3449,77.0833,67.5258,55.7554,197.2728
98.9474,94.0141,46.6667,58.0447,77.7778,66.1111,51.1111,74.4414,72.1649,65.1042,52.5180,197.1304
98.5915,96.1404,53.3333,55.4793,78.8889,69.4444,51.1111,78.1332,78.6458,63.4021,52.1583,212.4525
99.2982,94.7183,53.3333,55.6985,82.2222,70.5556,66.6667,71.2776,73.1959,64.5833,53.2374,200.4790
100.0000,95.4386,43.3333,55.4705,79.4444,66.6667,47.7778,76.4350,75.0000,67.5258,52.1583,196.1393
97.8947,96.4789,36.6667,55.0407,82.2222,71.1111,56.6667,76.1480,79.8969,65.1042,49.6403,200.2943
98.9437,96.1404,50.0000,53.9888,73.8889,70.5556,57.7778,70.2340,73.9583,65.4639,51.0791,208.3220
98.2456,96.8310,40.0000,58.6768,85.0000,67.7778,62.2222,75.7736,74.2268,64.5833,49.2806,201.9210
