98.2394,97.1930,33.3333,1.2105,76.1111,74.4444,44.4444,4.9596,75.0000,67.0103,51.0791,37.5008
96.8421,96.4789,73.3333,0.8411,76.1111,71.6667,50.0000,4.7185,76.2887,68.2292,49.6403,38.2927
97.1831,95.0877,60.0000,0.9694,82.2222,69.4444,55.5556,4.3386,76.0417,66.4948,53.9568,35.9755
98.5965,95.7746,50.0000,1.1490,71.1111,64.4444,56.6667,4.2455,76.2887,63.5417,53.9568,36.5745
97.8873,97.1930,40.0000,1.1083,74.4444,71.6667,51.1111,4.5186,78.6458,67.5258,57.5540,35.5950
98.5965,95.7746,50.0000,1.0142,79.4444,71.1111,57.7778,4.3426,73.1959,60.4167,49.2806,37.8954
98.9437,94.3860,43.3333,1.0891,77.2222,63.8889,58.8889,4.1244,70.3125,64.4330,54.3165,36.2041
96.8421,97.1831,43.3333,1.0987,77.7778,70.0000,52.2222,4.4879,76.8041,61.4583,56.1151,36.8376
96.8310,96.1404,56.6667,0.9956,65.5556,65.0000,56.6667,4.2963,71.3542,65.9794,59.3525,36.3443
97.5439,95.7746,66.6667,0.8951,81.1111,70.0000,41.1111,4.9709,76.2887,64.5833,50.7194,37.6814
